number,prefix,specialPrefix,firstName,lastName,const_id,partyNumber,party
8,นาย,,วัชรพงศ์,ปิโย,เชียงราย-4,44,โอกาสใหม่
1,นาย,,เทอดชาติ,ชัยพงษ์,เชียงราย-5,9,เพื่อไทย
2,นาย,,รังสรรค์,วันไชยธนวงศ์,เชียงราย-5,37,ภูมิใจไทย
3,นาย,,นาวิน,วังแปง,เชียงราย-5,46,ประชาชน
4,นาย,,พันธวัช,ภูผาพันธกานต์,เชียงราย-5,7,พลวัต
5,นาย,,นิกร,จันทร์หอม,เชียงราย-5,6,รวมไทยสร้างชาติ
6,นาย,,สุรชาติ,ผิวแดง,เชียงราย-5,27,ประชาธิปัตย์
1,นาง,,จุฬาลักษณ์,ขันสุธรรม,เชียงราย-6,46,ประชาชน
2,นาย,,ธวัชชัย,อภิวงค์,เชียงราย-6,6,รวมไทยสร้างชาติ
3,นาย,,อนันต์,แพทยานนท์,เชียงราย-6,43,พลังประชารัฐ
4,นาย,,ชัยยนต์,ศรีสมุทร,เชียงราย-6,9,เพื่อไทย
5,นาง,,ภัทรวัลย์,ผลไพบูลย์,เชียงราย-6,7,พลวัต
6,นาย,,กฤษฎ์ชัยณัช,วงศ์สมพฤกษ์,เชียงราย-6,27,ประชาธิปัตย์
7,นาง,,มลธิชา,ไชยบาล,เชียงราย-6,42,กล้าธรรม
8,นาย,,บัณฑิต,สุรินเปา,เชียงราย-6,28,ไทยก้าวหน้า
1,ร้อยตำรวจเอก,,ดอน,สมควร,เชียงราย-7,27,ประชาธิปัตย์
2,นาย,,สุทัศน์,ยาละ,เชียงราย-7,46,ประชาชน
3,นาย,,เสกสรรค์,เชื้อเมืองพาน,เชียงราย-7,37,ภูมิใจไทย
4,นาย,,บุญเกิด,ร่องแก้ว,เชียงราย-7,6,รวมไทยสร้างชาติ
5,นาย,,เสรี,วังแง่,เชียงราย-7,7,พลวัต
6,นาย,,สุธีระพงษ์,วันไชยธนวงศ์,เชียงราย-7,42,กล้าธรรม
7,นางสาว,,มิรันตี,บุญแก้ว,เชียงราย-7,44,โอกาสใหม่
8,นาย,,สง่า,พรมเมือง,เชียงราย-7,9,เพื่อไทย
9,นางสาว,,อรทัย,บัวศรี,เชียงราย-7,31,ประชากรไทย
10,นาย,,ทนงศักดิ์,ศรีทองจันทร์,เชียงราย-7,11,เศรษฐกิจ
1,ว่าที่,,ร.ต.,สุรพล ต๊ะวิชัย,แม่ฮ่องสอน-1,27,ประชาธิปัตย์
2,นาย,,ปกรณ์,จีนาคำ,แม่ฮ่องสอน-1,42,กล้าธรรม
3,นาย,,วิชัย,เจริญพระธรรมดี,แม่ฮ่องสอน-1,9,เพื่อไทย
4,นาย,,จำลอง,รุ่งเรือง,แม่ฮ่องสอน-1,6,รวมไทยสร้างชาติ
5,นาย,,อนัส,มณีพฤกษ์,แม่ฮ่องสอน-1,46,ประชาชน
1,นาย,,สมภพ,คงความซื่อ,แม่ฮ่องสอน-2,9,เพื่อไทย
2,นาย,,วิทยา,หวานซึ้ง,แม่ฮ่องสอน-2,42,กล้าธรรม
3,นาย,,สติ,ทรัพย์ทวีพันธ์,แม่ฮ่องสอน-2,6,รวมไทยสร้างชาติ
4,นาย,,พนธกร,ใจสนอง,แม่ฮ่องสอน-2,46,ประชาชน
5,นาย,,สมบัติ,ยะสินธุ์,แม่ฮ่องสอน-2,37,ภูมิใจไทย
6,นาย,,ภานุวัฒน์,คงมีความดี,แม่ฮ่องสอน-2,27,ประชาธิปัตย์
7,นาง,,สุภิญกัลย์,พิภพสิทธิโภคิณ,แม่ฮ่องสอน-2,43,พลังประชารัฐ
1,นาง,,อาทิตย์ติญาภรณ์,จันทรตัน,นครสวรรค์-1,42,กล้าธรรม
2,นางสาว,,อรุณี,ไพรสิงห์,นครสวรรค์-1,27,ประชาธิปัตย์
3,นางสาว,,ภัทราวดี,นิโรจน์,นครสวรรค์-1,37,ภูมิใจไทย
4,นาย,,กฤษฐ์หิรัญ,เลิศอุฤทธิ์ภักดี,นครสวรรค์-1,46,ประชาชน
5,นาย,,กานตพงศ์,ใจแก้ว,นครสวรรค์-1,9,เพื่อไทย
6,นางสาว,,เพ็ญแข,คงเพชรศักดิ์,นครสวรรค์-1,11,เศรษฐกิจ
7,ว่าที่ร้อยตรี,,อำนาจ,ทองห่อ,นครสวรรค์-1,8,ประชาธิปไตยใหม่
1,นาย,,นัยศาลิน,ถนอมมิตรวัฒนา,นครสวรรค์-2,27,ประชาธิปัตย์
2,นาย,,พิสิษฐ์,เนียมสุ่ม,นครสวรรค์-2,46,ประชาชน
3,นาย,,ชานนท์,ไทยเศรษฐ์,นครสวรรค์-2,37,ภูมิใจไทย
4,นาย,,สมเกียรติ,สระแก้ว,นครสวรรค์-2,42,กล้าธรรม
5,นาย,,ทรงศักดิ์,ส่งเสริมอุดมชัย,นครสวรรค์-2,9,เพื่อไทย
6,นาง,,ณัฎฐณิชา,เหลือกาฬ,นครสวรรค์-2,11,เศรษฐกิจ
7,นาย,,ดนัย,ดาวเรือง,นครสวรรค์-2,8,ประชาธิปไตยใหม่
1,นาย,,สัญชัย,วงษ์สุนทร,นครสวรรค์-3,9,เพื่อไทย
2,นาย,,นิรุด,เรืองงาม,นครสวรรค์-3,11,เศรษฐกิจ
3,นาย,,ยุทธการ,พลแสน,นครสวรรค์-3,46,ประชาชน
4,นาย,,มารุต,โมราสุข,นครสวรรค์-3,27,ประชาธิปัตย์
5,นาย,,สัญญา,นิลสุพรรณ,นครสวรรค์-3,42,กล้าธรรม
6,นางสาว,,ปุญญ์ชญาฌ์,ท้วมโพธิ์แก้ว,นครสวรรค์-3,4,มิติใหม่
7,นาย,,อภิวัฒน์,เขม้นเขตกิจ,นครสวรรค์-3,37,ภูมิใจไทย
8,นาย,,ธงชัย,ชัยธสุวรรณ,นครสวรรค์-3,8,ประชาธิปไตยใหม่
1,นางสาว,,นริศร์ชา,ชัยสุกัญญาสันต์,นครสวรรค์-4,11,เศรษฐกิจ
2,นาย,,มารุต,ศรีผึ้ง,นครสวรรค์-4,37,ภูมิใจไทย
3,นาย,,กฤต,ชูชาติ,นครสวรรค์-4,27,ประชาธิปัตย์
4,นาย,,ประเสริฐ,จรูญจิตรวีร์,นครสวรรค์-4,42,กล้าธรรม
5,นาง,,ณัฏฐนันท์,ปอพานิชกรณ์,นครสวรรค์-4,46,ประชาชน
6,นาย,,รุ่งโรจน์,แสงศิริ,นครสวรรค์-4,9,เพื่อไทย
7,ร้อยตำรวจเอก,,ธงไชย,มหาโพธิ์,นครสวรรค์-4,8,ประชาธิปไตยใหม่
1,นาย,,นพสิทธิ์,ฐิติพัฒนธราวุฒิ,นครสวรรค์-5,46,ประชาชน
2,นาย,,ทรงธรรม,ขจรชัยธนัง,นครสวรรค์-5,42,กล้าธรรม
3,นาง,,คณิฎฐ์ษา,ทองวงศ์พิทักษ์,นครสวรรค์-5,27,ประชาธิปัตย์
4,นาย,,พีระเดช,ศิริวันสาณฑ์,นครสวรรค์-5,37,ภูมิใจไทย
5,พันตำรวจโท,,นุกูล,แสงศิริ,นครสวรรค์-5,9,เพื่อไทย
6,นาย,,ณัฐสิทธิ์,เหลือกาฬ,นครสวรรค์-5,11,เศรษฐกิจ
7,นางสาว,,นัยนา,วชิรวัฒน์,นครสวรรค์-5,8,ประชาธิปไตยใหม่
1,นาย,,สพลเชษฐ์,ก้อนจันทร์เทศ,นครสวรรค์-6,46,ประชาชน
2,นาย,,ประสาท,ตันประเสริฐ,นครสวรรค์-6,37,ภูมิใจไทย
3,นางสาว,,ชุติมา,เสรีรัฐ,นครสวรรค์-6,9,เพื่อไทย
4,นางสาว,,สิริรักษ์,บัณฑิตศิละศักดิ์,นครสวรรค์-6,27,ประชาธิปัตย์
5,นาย,,นิโรธ,สุนทรเลขา,นครสวรรค์-6,42,กล้าธรรม
6,นาง,,เตือนใจ,หงษ์เวียงจันทร์,นครสวรรค์-6,11,เศรษฐกิจ
7,นาง,,สุริวัสสา,เพชรสวัสดิ์,นครสวรรค์-6,8,ประชาธิปไตยใหม่
8,พันตำรวจเอก,,สนองเดช,เดชวัชรนนท์,นครสวรรค์-6,43,พลังประชารัฐ
1,นาย,,ธนาคร,อุนจะนำ,อุทัยธานี-1,9,เพื่อไทย
2,นาย,,เจเศรษฐ์,ไทยเศรษฐ์,อุทัยธานี-1,37,ภูมิใจไทย
3,นาย,,เดชา,คงคา,อุทัยธานี-1,46,ประชาชน
4,นาย,,วิทยา,จันทร์สม,อุทัยธานี-1,27,ประชาธิปัตย์
1,นาย,,อรรถพล,โต๋วสัจจา,อุทัยธานี-2,9,เพื่อไทย
2,นาย,,ชาดา,ไทยเศรษฐ์,อุทัยธานี-2,37,ภูมิใจไทย
3,นางสาว,,สุชาดา,บัวพันธ์,อุทัยธานี-2,46,ประชาชน
4,เรือตรี,,ศึกษา,ฟุ้งเฟื่อง,อุทัยธานี-2,27,ประชาธิปัตย์
5,นาง,,สุพรรณษา,นันทา,อุทัยธานี-2,42,กล้าธรรม
1,นางสาว,,นันทิตา,โต๊ะดอนทอง,กำแพงเพชร-1,27,ประชาธิปัตย์
2,นาย,,ไผ่,ลิกค์,กำแพงเพชร-1,42,กล้าธรรม
3,นาย,,พิบูลย์,ทรายทองวัฒนา,กำแพงเพชร-1,11,เศรษฐกิจ
4,นาย,,ปริญวัฒน์,ทวีกิจศิรพงษ์,กำแพงเพชร-1,46,ประชาชน
5,นาย,,ชัยพันธ์,ศรีคชไกร,กำแพงเพชร-1,9,เพื่อไทย
6,พันตำรวจโท,,ทวีวัชร,ปิติปภาดา,กำแพงเพชร-1,6,รวมไทยสร้างชาติ
7,นาย,,ศรสิน,อินทะชัย,กำแพงเพชร-1,37,ภูมิใจไทย
1,นาย,,ธนากร,รัตนากร,กำแพงเพชร-2,9,เพื่อไทย
2,นาย,,สุกิจ,ศุภกิจเจริญ,กำแพงเพชร-2,46,ประชาชน
3,นาย,,เพชรภูมิ,อาภรณ์รัตน์,กำแพงเพชร-2,42,กล้าธรรม
4,นางสาว,,กาญจนา,เสือจู,กำแพงเพชร-2,27,ประชาธิปัตย์
5,นาย,,สุวิทย์,บุศศรีเจริญ,กำแพงเพชร-2,6,รวมไทยสร้างชาติ
6,นาย,,สมชาย,ผลมา,กำแพงเพชร-2,37,ภูมิใจไทย
7,นาย,,เรวัตร์,อินทพงษ์,กำแพงเพชร-2,43,พลังประชารัฐ
1,นาย,,อรุโณทัย,ชุมเสน,กำแพงเพชร-3,44,โอกาสใหม่
2,นาย,,ธวัชชัย,อาบทอง,กำแพงเพชร-3,3,ใหม่
3,นางสาว,,มาลิณี,กลางชาติ,กำแพงเพชร-3,11,เศรษฐกิจ
4,นาย,,นพพล,ผลอำนวย,กำแพงเพชร-3,9,เพื่อไทย
5,นาง,,ชัญญาฌ์ภัช,เรืองระยับชัย,กำแพงเพชร-3,37,ภูมิใจไทย
6,นางสาว,,พิชญา,อาภรณ์รัตน์,กำแพงเพชร-3,42,กล้าธรรม
7,นาย,,นพพล,ศรีแปงวงค์,กำแพงเพชร-3,27,ประชาธิปัตย์
8,นาย,,ศักดา,บุญสังวาลย์,กำแพงเพชร-3,46,ประชาชน
9,นาย,,จรัญ,อิสระบัณฑิตกุล,กำแพงเพชร-3,43,พลังประชารัฐ
1,นาย,,อัศนัย,แดงศรี,กำแพงเพชร-4,46,ประชาชน
2,นาย,,รุ่งเจริญ,โชติมั่ง,กำแพงเพชร-4,3,ใหม่
3,นาย,,ธานันท์,หล่าวเจริญ,กำแพงเพชร-4,44,โอกาสใหม่
4,นาย,,ปริญญา,ฤกษ์หร่าย,กำแพงเพชร-4,42,กล้าธรรม
5,พันตำรวจเอก,,กำลาภ,โตทองสุข,กำแพงเพชร-4,37,ภูมิใจไทย
6,นาย,,พลเดช,ศรีแปงวงค์,กำแพงเพชร-4,27,ประชาธิปัตย์
7,นาย,,สุรสิทธิ์,วงศ์วิทยานันท์,กำแพงเพชร-4,9,เพื่อไทย
8,นาย,,ปรีชา,เพ็งภู่,กำแพงเพชร-4,43,พลังประชารัฐ
1,นาย,,ธนัสถ์,ทวีเกื้อกูลกิจ,ตาก-1,37,ภูมิใจไทย
2,นาง,,ศิริกุล,อนุตรพงศ์,ตาก-1,6,รวมไทยสร้างชาติ
3,พันตำรวจโท,,พิษณุ,พลบุตร,ตาก-1,9,เพื่อไทย
4,นาย,,ชนะพล,อ่อนพรม,ตาก-1,5,รวมใจไทย
5,นาย,,คริษฐ์,ปานเนียม,ตาก-1,46,ประชาชน
6,นาย,,ปองภพ,วณิชศิริ,ตาก-1,11,เศรษฐกิจ
7,นาย,,พิทักษ์,อ่อนน้อม,ตาก-1,42,กล้าธรรม
8,นาย,,วริศ,มีไชโย,ตาก-1,27,ประชาธิปัตย์
9,นาย,,ธนพล,อิ่มอ้น,ตาก-1,57,พลังไทยรักชาติ
1,นาย,,ธีรยุทธ,วงษ์แหวน,ตาก-2,5,รวมใจไทย
2,นาย,,ชิงชัย,ก่อประภากิจ,ตาก-2,42,กล้าธรรม
3,นาย,,วราทิต,ไชยนันทน์,ตาก-2,9,เพื่อไทย
4,นาย,,พิสิษฐ,ใชยลังกา,ตาก-2,37,ภูมิใจไทย
5,นาย,,สราวุธ,หาญเมืองใจ,ตาก-2,27,ประชาธิปัตย์
6,นาย,,รัชต์พงศ์,สร้อยสุวรรณ,ตาก-2,46,ประชาชน
7,นาย,,ศิวกรณ์,ลำจวน,ตาก-2,11,เศรษฐกิจ
1,นาย,,เวสารัตน์,เลิศสิริโชคสกุล,ตาก-3,11,เศรษฐกิจ
2,นาย,,ชัยณรงค์,มะเดชะ,ตาก-3,9,เพื่อไทย
3,นาย,,พิพัฒชัย,แก้วสีเขียว,ตาก-3,6,รวมไทยสร้างชาติ
4,นาย,,วสันต์,บุญลือ,ตาก-3,5,รวมใจไทย
5,นาย,,อรรถสิทธิ์,ต๊ะทองคำ,ตาก-3,37,ภูมิใจไทย
6,นาย,,ภาคภูมิ,บูลย์ประมุข,ตาก-3,42,กล้าธรรม
7,นาย,,ปรัชญา,ปุณหะกิจ,ตาก-3,46,ประชาชน
8,นาย,,เทวฤทธิ์,เชี่ยวชาญคีรี,ตาก-3,27,ประชาธิปัตย์
1,นาง,,กัญญาวีร์,ทองสงค์,สุโขทัย-1,46,ประชาชน
2,นาย,,ชาญกิจ,จำรัสศรี,สุโขทัย-1,27,ประชาธิปัตย์
3,นาย,,ธนัช,ชุนพงษ์ทอง,สุโขทัย-1,42,กล้าธรรม
4,นาย,,วิรัตน์,วิริยะพงษ์,สุโขทัย-1,43,พลังประชารัฐ
5,นางสาว,,ณัคนางค์,กุลนาถศิริ,สุโขทัย-1,9,เพื่อไทย
6,นาย,,อภิรักษ์,อินดี,สุโขทัย-1,11,เศรษฐกิจ
7,นาย,,ธนารักษ์,ฉลองสัพพัญญู,สุโขทัย-1,37,ภูมิใจไทย
8,นาย,,นนท์,มาทหมาย,สุโขทัย-1,6,รวมไทยสร้างชาติ
1,นาย,,พัฒ,ตั้งเบญจผล,สุโขทัย-2,27,ประชาธิปัตย์
2,นาย,,ชูศักดิ์,คีรีมาศทอง,สุโขทัย-2,9,เพื่อไทย
3,นาย,,ณรัฐพงศ์,พรหมมี,สุโขทัย-2,46,ประชาชน
4,นาย,,จักรกฤษ,เวชยางกูร,สุโขทัย-2,37,ภูมิใจไทย
5,นาย,,หอม,เอี่ยมสนิท,สุโขทัย-2,11,เศรษฐกิจ
6,นาย,,วศินภัทร์,กิตตินันท์พาณิช,สุโขทัย-2,42,กล้าธรรม
7,นาย,,อนันต์,เข็มทองคำ,สุโขทัย-2,6,รวมไทยสร้างชาติ
8,นาย,,อำนวย,รักฉาย,สุโขทัย-2,56,เพื่อบ้านเมือง
1,นางสาว,,ประภาพร,ทองปากน้ำ,สุโขทัย-3,9,เพื่อไทย
2,นาย,,ชรินทร์,ชูบุญ,สุโขทัย-3,42,กล้าธรรม
3,นาย,,จำปา,พลอยกระจ่าง,สุโขทัย-3,11,เศรษฐกิจ
4,นาย,,นราธิป,ภูมิถาวร,สุโขทัย-3,46,ประชาชน
5,นาย,,ปรีชา,จันทร์นุช,สุโขทัย-3,37,ภูมิใจไทย
6,นาย,,วิโรจน์,มากมูล,สุโขทัย-3,6,รวมไทยสร้างชาติ
7,นาง,,ชาลิสา,กันเพ็ง,สุโขทัย-3,27,ประชาธิปัตย์
1,นาย,,นวพันธ์,เอื้อคณิต,สุโขทัย-4,42,กล้าธรรม
2,นาย,,จักรวาล,ชัยวิรัตน์นุกูล,สุโขทัย-4,9,เพื่อไทย
3,นาย,,ศราวุฒิ,ปรีดากัญญารัตน์,สุโขทัย-4,11,เศรษฐกิจ
4,นางสาว,,นาตยา,กรุณามิตร,สุโขทัย-4,46,ประชาชน
5,นาย,,สมเจตน์,ลิมปะพันธุ์,สุโขทัย-4,37,ภูมิใจไทย
6,นางสาว,,ดรุณี,ขำดอน,สุโขทัย-4,27,ประชาธิปัตย์
7,นาย,,สะอาด,กาฟัก,สุโขทัย-4,12,เสรีรวมไทย
1,นาย,,ณัฐกิตติ์,ฉัตราภรณ์ลักษมี,พิษณุโลก-1,17,ไทยชนะ
2,นาย,,จักษ์,พันธ์ชูเพชร,พิษณุโลก-1,37,ภูมิใจไทย
3,นาย,,จักรพรรดิ์,กาญจนธนานนท์,พิษณุโลก-1,11,เศรษฐกิจ
4,นาย,,จเด็ศ,จันทรา,พิษณุโลก-1,9,เพื่อไทย
5,นาย,,ณฐชนน,ชนะบูรณาศักดิ์,พิษณุโลก-1,46,ประชาชน
6,นางสาว,,นิรัญ,ดอนสุวรรณ,พิษณุโลก-1,27,ประชาธิปัตย์
7,นาย,,อาริฟ,กุนนาบี,พิษณุโลก-1,42,กล้าธรรม
1,นาย,,นพพล,เหลืองทองนารา,พิษณุโลก-2,9,เพื่อไทย
2,นางสาว,,ปรานอม,หลิมประเสริฐ,พิษณุโลก-2,37,ภูมิใจไทย
3,นาย,,ณชพล,พลอาสา,พิษณุโลก-2,46,ประชาชน
4,นาย,,ธนกร,ภักดีโต,พิษณุโลก-2,27,ประชาธิปัตย์
5,นาย,,ณัฐวุฒิ,สุกคร,พิษณุโลก-2,11,เศรษฐกิจ
6,นาย,,นคเรศ,ฤทธิรอน,พิษณุโลก-2,43,พลังประชารัฐ
7,นาย,,ทนง,มั่นนุช,พิษณุโลก-2,56,เพื่อบ้านเมือง
1,นาย,,ปุณณเมธ,อ้นอารี,พิษณุโลก-3,46,ประชาชน
2,นางสาว,,สปัณธ์หยก,วีรบุญย์กฤช,พิษณุโลก-3,11,เศรษฐกิจ
3,นาย,,วิมล,สารมะโน,พิษณุโลก-3,27,ประชาธิปัตย์
4,นาย,,เจนวิทย์,จันทรา,พิษณุโลก-3,9,เพื่อไทย
5,นาย,,ศิราวัฒน์,น้อยวงศ์,พิษณุโลก-3,42,กล้าธรรม
6,นาย,,พงษ์มนู,ทองหนัก,พิษณุโลก-3,37,ภูมิใจไทย
7,นางสาว,,ปุญชรัสมิ์,ศิริสวัสดิ์,พิษณุโลก-3,43,พลังประชารัฐ
1,นางสาว,,พิมพ์พิชชา,ชัยศุภกิจเจริญ,พิษณุโลก-4,9,เพื่อไทย
2,นาย,,ปองภพ,ณ สงขลา,พิษณุโลก-4,42,กล้าธรรม
3,นาย,,นิยม,ช่างพินิจ,พิษณุโลก-4,37,ภูมิใจไทย
4,นาย,,นิธิทนันท์,ก้าวศรีสุริยะธาดา,พิษณุโลก-4,46,ประชาชน
5,นาย,,เฉลา,บดีรัฐ,พิษณุโลก-4,27,ประชาธิปัตย์
6,นางสาว,,ณัฏฐปีญา,แครบทรี,พิษณุโลก-4,6,รวมไทยสร้างชาติ
7,นาย,,บรรจบ,เมฆประดับ,พิษณุโลก-4,56,เพื่อบ้านเมือง
1,นาย,,ศุภปกรณ์,กิตยาธิคุณ,พิษณุโลก-5,46,ประชาชน
2,นาย,,สมศักดิ์,ชุ่มกลัด,พิษณุโลก-5,27,ประชาธิปัตย์
3,นาย,,เอกพงษ์,กุลเจริญ,พิษณุโลก-5,9,เพื่อไทย
4,นาย,,ธนวิน,โรจน์สุนทรกิตติ,พิษณุโลก-5,42,กล้าธรรม
5,นาย,,จุติ,ไกรฤกษ์,พิษณุโลก-5,37,ภูมิใจไทย
6,นางสาว,,ฉันทนา,พุ่มพฤกษ์,พิษณุโลก-5,15,อนาคตไทย
1,นาย,,พรชัย,อินทร์สุข,พิจิตร-1,42,กล้าธรรม
2,นาย,,ไกรรินทร์,ทั่งทอง,พิจิตร-1,46,ประชาชน
3,นาย,,เกรียงไกร,เดชอุปการ,พิจิตร-1,6,รวมไทยสร้างชาติ
4,นาง,,กมลพิชญ์,เหลียวสุวรรณ,พิจิตร-1,11,เศรษฐกิจ
5,นาย,,ชนกฤดิ,โหมอ่อน,พิจิตร-1,27,ประชาธิปัตย์
6,นาย,,ภัทรพงศ์,ภัทรประสิทธิ์,พิจิตร-1,37,ภูมิใจไทย
7,นาย,,พงษ์ศักดิ์,เหลืองวิจิตร,พิจิตร-1,9,เพื่อไทย
8,นาย,,อาดิษฐ์,กัลยาณมิตร,พิจิตร-1,43,พลังประชารัฐ
9,นาย,,ชำนาญ,สุขเกษม,พิจิตร-1,13,รวมพลังประชาชน
1,นาย,,ภูดิท,อินสุวรรณ์,พิจิตร-2,9,เพื่อไทย
2,นาย,,วินัย,ภัทรประสิทธิ์,พิจิตร-2,37,ภูมิใจไทย
3,นาย,,วชรพล,เดชอ่อน,พิจิตร-2,42,กล้าธรรม
4,นาง,,บัวลอย,โพธิ์หลาย,พิจิตร-2,27,ประชาธิปัตย์
5,นาย,,วัชรินทร์,แทนจำรัส,พิจิตร-2,6,รวมไทยสร้างชาติ
6,นาย,,ชัยณรงค์,คล้ายเนียม,พิจิตร-2,46,ประชาชน
7,นาย,,นิทัศน์,จันทเดช,พิจิตร-2,11,เศรษฐกิจ
1,นาย,,สุรชาติ,ศรีบุศกร,พิจิตร-3,42,กล้าธรรม
2,นาย,,ศิริวัฒน์,ขจรประศาสน์,พิจิตร-3,37,ภูมิใจไทย
3,นาย,,วิทยา,มาลา,พิจิตร-3,9,เพื่อไทย
4,นาย,,ศราวุธ,ปลอดภัย,พิจิตร-3,6,รวมไทยสร้างชาติ
5,พันเอก,,มนู,ชูจิตร,พิจิตร-3,11,เศรษฐกิจ
6,นาย,,ลิขิต,มุกดา,พิจิตร-3,27,ประชาธิปัตย์
7,นาย,,ภัทรกัปป์,ด่านรุ่งโรจน์,พิจิตร-3,46,ประชาชน
1,นางสาว,,พิมพ์พร,พรพฤฒิพันธุ์,เพชรบูรณ์-1,37,ภูมิใจไทย
2,นาย,,ธนเดช,หินวิเศษ,เพชรบูรณ์-1,27,ประชาธิปัตย์
3,นาย,,พรเทพ,เพชรรุ่งทอง,เพชรบูรณ์-1,42,กล้าธรรม
4,นาย,,สิทธิชัย,ต๊ะอาจ,เพชรบูรณ์-1,9,เพื่อไทย
5,นาย,,รัฐภูมิ,เลิศไพจิตร,เพชรบูรณ์-1,46,ประชาชน
6,นาย,,ณัฐพล,ขวัญแจ่ม,เพชรบูรณ์-1,23,ปวงชนไทย
7,นางสาว,,พัชรีนิษฐ์,สุขเสถียร,เพชรบูรณ์-1,6,รวมไทยสร้างชาติ
8,นาย,,กฤษณพงศ์,สอนน้อย,เพชรบูรณ์-1,11,เศรษฐกิจ
1,นาย,,ประเสริฐ,ฤทธิ์คุ้ม,เพชรบูรณ์-2,27,ประชาธิปัตย์
2,นาย,,รวงทิพร,แสนคำภูเขตต์,เพชรบูรณ์-2,46,ประชาชน
3,นางสาว,,นธพร,ตันติบูล,เพชรบูรณ์-2,23,ปวงชนไทย
4,นาย,,ยุพราช,บัวอินทร์,เพชรบูรณ์-2,37,ภูมิใจไทย
5,นาย,,จักรัตน์,พั้วช่วย,เพชรบูรณ์-2,42,กล้าธรรม
6,นาย,,ธนะโรจน์,อัครกิจชัยนนท์,เพชรบูรณ์-2,9,เพื่อไทย
7,นาย,,บัณฑิต,บุญอุดมกิจ,เพชรบูรณ์-2,53,ไทยพิทักษ์ธรรม
8,นาย,,มนตรี,ผลจันทร์,เพชรบูรณ์-2,51,พร้อม
9,นาย,,วงศ์วิศว์,ผลลอย,เพชรบูรณ์-2,43,พลังประชารัฐ
10,นาย,,จำเนียร,โฉมงาม,เพชรบูรณ์-2,11,เศรษฐกิจ
1,นางสาว,,ตรีชฎา,ศรีธาดา,เพชรบูรณ์-3,9,เพื่อไทย
2,นาย,,บุญชัย,กิตติธาราทรัพย์,เพชรบูรณ์-3,37,ภูมิใจไทย
3,นาย,,มนตรี,ขุนเทพ,เพชรบูรณ์-3,46,ประชาชน
4,นาย,,ธนาดร,หลิมเจริญ,เพชรบูรณ์-3,27,ประชาธิปัตย์
5,นาย,,ชัยณรงค์,สืบสุรีย์กุล,เพชรบูรณ์-3,42,กล้าธรรม
6,ร.ท.,,อเนก,ก้อนมณี,เพชรบูรณ์-3,11,เศรษฐกิจ
7,นาย,,จักรพันธ์,พิมเสน,เพชรบูรณ์-3,53,ไทยพิทักษ์ธรรม
8,นาย,,อดิกานต์,วิทยศักดิ์,เพชรบูรณ์-3,23,ปวงชนไทย
1,นาย,,พรหมธาดา,วิเศษสิงห์,เพชรบูรณ์-4,46,ประชาชน
2,นาย,,วิเชียร,แดงม่วง,เพชรบูรณ์-4,42,กล้าธรรม
3,นาย,,ทวีศักดิ์,เชื้อบุญมี,เพชรบูรณ์-4,51,พร้อม
4,นาย,,ทองมา,ทองอ่ำ,เพชรบูรณ์-4,44,โอกาสใหม่
5,นาย,,ทวีศักดิ์,อนรรฆพันธ์,เพชรบูรณ์-4,9,เพื่อไทย
6,นาย,,โชคชัย,มั่นเติม,เพชรบูรณ์-4,31,ประชากรไทย
7,นาย,,วรโชติ,สุคนธ์ขจร,เพชรบูรณ์-4,37,ภูมิใจไทย
8,นาย,,ภาณุวัฒน์,หาญเชิงชัย,เพชรบูรณ์-4,27,ประชาธิปัตย์
9,นาย,,ธนภาค,บุ้งจันทร์,เพชรบูรณ์-4,11,เศรษฐกิจ
10,นางสาว,,นัฐธันยพร,ภวิตรารัตนศิริ,เพชรบูรณ์-4,23,ปวงชนไทย
11,นาย,,เกรียงศักดิ์,ศรีวงษ์ราช,เพชรบูรณ์-4,43,พลังประชารัฐ
1,นาย,,ชูชีพ,น่วมเป้า,เพชรบูรณ์-5,42,กล้าธรรม
2,นาง,,วันเพ็ญ,พร้อมพัฒน์,เพชรบูรณ์-5,37,ภูมิใจไทย
3,นางสาว,,ธารดา,จันทร์สอน,เพชรบูรณ์-5,46,ประชาชน
4,นาย,,บุญร่วม,แสงมี,เพชรบูรณ์-5,11,เศรษฐกิจ
5,นาย,,สุประวีณ์,อนรรฆพันธ์,เพชรบูรณ์-5,9,เพื่อไทย
6,ร้อยเอก,,ทรงพล,ทวีค้ำคูณ,เพชรบูรณ์-5,6,รวมไทยสร้างชาติ
7,นาย,,ธีรศาสนติ์,ทัศน์สุวรรณ,เพชรบูรณ์-5,27,ประชาธิปัตย์
8,นาย,,ทองสุข,บำรุงนอก,เพชรบูรณ์-5,43,พลังประชารัฐ
1,นาย,,เกรียงไกร,ปานสีทอง,เพชรบูรณ์-6,9,เพื่อไทย
2,นาย,,ศุภกิตติ์,คำดี,เพชรบูรณ์-6,27,ประชาธิปัตย์
3,นาย,,อัคร,ทองใจสด,เพชรบูรณ์-6,37,ภูมิใจไทย
4,นาย,,อัครพงษ์,สิทธิ,เพชรบูรณ์-6,46,ประชาชน
5,นาย,,คฑาเพชร,แก่นแก้ว,เพชรบูรณ์-6,42,กล้าธรรม
6,นาย,,มนัส,ทองคันทา,เพชรบูรณ์-6,23,ปวงชนไทย
